Department0-University0-AssistantProfessor0,University924
Department0-University0-GraduateStudent113,University162
Department0-University0-GraduateStudent44,University144
Department0-University0-GraduateStudent126,University423
Department0-University0-GraduateStudent131,University543
Department0-University0-GraduateStudent6,University298
Department0-University0-GraduateStudent0,University358
Department0-University0-AssistantProfessor1,University644
Department0-University0-GraduateStudent93,University574
Department0-University0-GraduateStudent51,University943
Department0-University0-GraduateStudent33,University765
Department0-University0-GraduateStudent75,University280
Department0-University0-GraduateStudent117,University952
Department0-University0-AssistantProfessor2,University782
Department0-University0-GraduateStudent130,University1
Department0-University0-GraduateStudent59,University7
Department0-University0-GraduateStudent17,University996
Department0-University0-GraduateStudent48,University869
Department0-University0-GraduateStudent29,University700
Department0-University0-GraduateStudent22,University852
Department0-University0-GraduateStudent67,University490
Department0-University0-AssistantProfessor3,University819
Department0-University0-GraduateStudent124,University114
Department0-University0-AssistantProfessor4,University562
Department0-University0-GraduateStudent54,University570
Department0-University0-GraduateStudent11,University178
Department0-University0-GraduateStudent60,University292
Department0-University0-GraduateStudent42,University139
Department0-University0-GraduateStudent41,University986
Department0-University0-GraduateStudent34,University950
Department0-University0-AssistantProfessor5,University818
Department0-University0-GraduateStudent92,University228
Department0-University0-GraduateStudent4,University963
Department0-University0-GraduateStudent95,University892
Department0-University0-GraduateStudent12,University593
Department0-University0-AssistantProfessor6,University815
Department0-University0-GraduateStudent138,University940
Department0-University0-GraduateStudent61,University785
Department0-University0-GraduateStudent114,University989
Department0-University0-AssistantProfessor7,University40
Department0-University0-GraduateStudent27,University536
Department0-University0-GraduateStudent53,University228
Department0-University0-GraduateStudent77,University924
Department0-University0-GraduateStudent121,University474
Department0-University0-GraduateStudent132,University36
Department0-University0-AssistantProfessor8,University279
Department0-University0-GraduateStudent94,University816
Department0-University0-GraduateStudent115,University638
Department0-University0-GraduateStudent73,University303
Department0-University0-GraduateStudent49,University391
Department0-University0-GraduateStudent137,University648
Department0-University0-AssistantProfessor9,University298
Department0-University0-GraduateStudent85,University205
Department0-University0-GraduateStudent68,University991
Department0-University0-GraduateStudent79,University752
Department0-University0-GraduateStudent122,University590
Department0-University0-GraduateStudent62,University60
Department0-University0-AssociateProfessor0,University151
Department0-University0-GraduateStudent43,University527
Department0-University0-GraduateStudent97,University927
Department0-University0-GraduateStudent72,University810
Department0-University0-GraduateStudent71,University788
Department0-University0-GraduateStudent108,University697
Department0-University0-GraduateStudent36,University630
Department0-University0-AssociateProfessor10,University393
Department0-University0-GraduateStudent139,University850
Department0-University0-GraduateStudent69,University958
Department0-University0-GraduateStudent104,University45
Department0-University0-GraduateStudent13,University941
Department0-University0-GraduateStudent46,University971
Department0-University0-GraduateStudent66,University186
Department0-University0-GraduateStudent110,University65
Department0-University0-GraduateStudent45,University440
Department0-University0-AssociateProfessor11,University126
Department0-University0-GraduateStudent133,University494
Department0-University0-GraduateStudent136,University564
Department0-University0-GraduateStudent32,University422
Department0-University0-GraduateStudent7,University166
Department0-University0-GraduateStudent96,University892
Department0-University0-GraduateStudent39,University239
Department0-University0-GraduateStudent78,University173
Department0-University0-AssociateProfessor12,University546
Department0-University0-GraduateStudent129,University672
Department0-University0-GraduateStudent9,University994
Department0-University0-GraduateStudent91,University708
Department0-University0-GraduateStudent30,University63
Department0-University0-GraduateStudent37,University661
Department0-University0-AssociateProfessor13,University416
Department0-University0-GraduateStudent111,University876
Department0-University0-GraduateStudent23,University628
Department0-University0-GraduateStudent20,University74
Department0-University0-GraduateStudent35,University644
Department0-University0-AssociateProfessor1,University428
Department0-University0-GraduateStudent52,University5
Department0-University0-GraduateStudent142,University103
Department0-University0-AssociateProfessor2,University911
Department0-University0-GraduateStudent64,University528
Department0-University0-GraduateStudent3,University370
Department0-University0-GraduateStudent70,University610
Department0-University0-AssociateProfessor3,University986
Department0-University0-GraduateStudent141,University158
Department0-University0-GraduateStudent57,University959
Department0-University0-GraduateStudent10,University211
Department0-University0-AssociateProfessor4,University155
Department0-University0-GraduateStudent8,University116
Department0-University0-GraduateStudent83,University62
Department0-University0-GraduateStudent116,University98
Department0-University0-GraduateStudent15,University667
Department0-University0-AssociateProfessor5,University6
Department0-University0-GraduateStudent55,University67
Department0-University0-GraduateStudent2,University426
Department0-University0-AssociateProfessor6,University702
Department0-University0-GraduateStudent1,University145
Department0-University0-GraduateStudent50,University718
Department0-University0-AssociateProfessor7,University373
Department0-University0-GraduateStudent118,University321
Department0-University0-AssociateProfessor8,University778
Department0-University0-GraduateStudent80,University606
Department0-University0-GraduateStudent86,University277
Department0-University0-GraduateStudent144,University297
Department0-University0-AssociateProfessor9,University362
Department0-University0-GraduateStudent65,University130
Department0-University0-GraduateStudent134,University59
Department0-University0-GraduateStudent135,University877
Department0-University0-GraduateStudent128,University669
Department0-University0-FullProfessor0,University84
Department0-University0-GraduateStudent87,University318
Department0-University0-FullProfessor1,University260
Department0-University0-GraduateStudent24,University429
Department0-University0-GraduateStudent5,University579
Department0-University0-GraduateStudent26,University291
Department0-University0-GraduateStudent109,University880
Department0-University0-GraduateStudent47,University252
Department0-University0-FullProfessor2,University862
Department0-University0-GraduateStudent38,University990
Department0-University0-FullProfessor3,University74
Department0-University0-GraduateStudent21,University27
Department0-University0-GraduateStudent74,University53
Department0-University0-GraduateStudent119,University687
Department0-University0-GraduateStudent76,University674
Department0-University0-FullProfessor4,University608
Department0-University0-GraduateStudent56,University140
Department0-University0-GraduateStudent143,University417
Department0-University0-GraduateStudent31,University667
Department0-University0-FullProfessor5,University451
Department0-University0-FullProfessor6,University297
Department0-University0-GraduateStudent89,University323
Department0-University0-GraduateStudent102,University648
Department0-University0-GraduateStudent63,University573
Department0-University0-FullProfessor7,University243
Department0-University0-FullProfessor8,University222
Department0-University0-GraduateStudent103,University995
Department0-University0-FullProfessor9,University688
Department0-University0-GraduateStudent127,University4
Department0-University0-GraduateStudent16,University517
Department0-University0-GraduateStudent100,University963
Department0-University0-GraduateStudent101,University366
Department0-University0-GraduateStudent105,University890
Department0-University0-GraduateStudent106,University851
Department0-University0-GraduateStudent107,University915
Department0-University0-GraduateStudent112,University314
Department0-University0-GraduateStudent120,University857
Department0-University0-GraduateStudent123,University259
Department0-University0-GraduateStudent125,University368
Department0-University0-GraduateStudent140,University846
Department0-University0-GraduateStudent145,University852
Department0-University0-GraduateStudent14,University72
Department0-University0-GraduateStudent18,University239
Department0-University0-GraduateStudent19,University716
Department0-University0-GraduateStudent25,University618
Department0-University0-GraduateStudent28,University893
Department0-University0-GraduateStudent40,University475
Department0-University0-GraduateStudent58,University349
Department0-University0-GraduateStudent81,University464
Department0-University0-GraduateStudent82,University920
Department0-University0-GraduateStudent84,University934
Department0-University0-GraduateStudent88,University14
Department0-University0-GraduateStudent90,University339
Department0-University0-GraduateStudent98,University156
Department0-University0-GraduateStudent99,University2
Department0-University0-Lecturer0,University612
Department0-University0-Lecturer1,University497
Department0-University0-Lecturer2,University16
Department0-University0-Lecturer3,University98
Department0-University0-Lecturer4,University340
Department0-University0-Lecturer5,University77
Department0-University0-Lecturer6,University671
Department0-University1-AssistantProfessor0,University138
Department0-University1-GraduateStudent37,University443
Department0-University1-GraduateStudent58,University225
Department0-University1-GraduateStudent9,University345
Department0-University1-GraduateStudent109,University843
Department0-University1-GraduateStudent89,University728
Department0-University1-GraduateStudent36,University359
Department0-University1-GraduateStudent80,University105
Department0-University1-GraduateStudent50,University511
Department0-University1-GraduateStudent54,University448
Department0-University1-GraduateStudent91,University970
Department0-University1-GraduateStudent88,University43
Department0-University1-AssistantProfessor1,University979
Department0-University1-GraduateStudent61,University36
Department0-University1-GraduateStudent116,University581
Department0-University1-GraduateStudent69,University183
Department0-University1-GraduateStudent85,University589
Department0-University1-GraduateStudent96,University257
Department0-University1-GraduateStudent106,University748
Department0-University1-GraduateStudent11,University677
Department0-University1-AssistantProfessor2,University969
Department0-University1-GraduateStudent104,University611
Department0-University1-GraduateStudent113,University565
Department0-University1-GraduateStudent34,University8
Department0-University1-AssistantProfessor3,University750
Department0-University1-GraduateStudent59,University230
Department0-University1-GraduateStudent105,University784
Department0-University1-GraduateStudent7,University704
Department0-University1-GraduateStudent77,University371
Department0-University1-GraduateStudent98,University695
Department0-University1-GraduateStudent67,University153
Department0-University1-AssistantProfessor4,University78
Department0-University1-GraduateStudent5,University915
Department0-University1-GraduateStudent18,University122
Department0-University1-GraduateStudent117,University262
Department0-University1-GraduateStudent87,University646
Department0-University1-GraduateStudent30,University777
Department0-University1-AssistantProfessor5,University98
Department0-University1-GraduateStudent83,University427
