100,PMNRTDWAFF,Cx9611,0.5
41,FGFWQDXMGW,Kr1180,0.5
279,HPUETWYESW,Xs9235,0.5
377,PIXFCNBRTM,Gg3962,0.5
102,RJZXEJNCMF,Db3893,0.5
48,VDJZRCFIAH,Fp7836,0.5
10,ZBTUZXRILM,Or7406,0.5
248,CECZKHEUZE,Yd9843,0.5
195,BIAOGEWKIJ,Xw5318,0.5
320,BROBCXKQDA,Op7488,0.5
250,KQCHRAWCQU,Ve6723,0.5
249,UGCHPVSERI,Bt1698,0.5
286,HCBEFDJWBA,Ua1466,0.5
273,RIOXNCSIZG,Kj7151,0.5
468,JZBCHQRAMH,Hb5460,0.5
79,NUAFBLTWHZ,Aa1823,0.5
435,NXMGJALLJR,Sk7420,0.5
51,YPAEXSXUCB,Hm1477,0.5
397,DMHJXKZPUT,Ey2303,0.5
89,GNRJMUCWZB,Hc7711,0.5
151,YVQAHWMMHL,Lo2524,0.5
101,EFELAGUHDD,Ei6692,0.5
191,QHUGMYIJEN,Pj1059,0.5
155,ULIPSLJVSB,Ee6561,0.5
95,KMHHVARUNA,Xr8610,0.5
482,YOMMKXTCFO,Fg4233,0.5
144,YLILGGAZAI,Tj4756,0.5
367,YGNRLSHWQO,Yf2955,0.5
78,KDPPBDMGEL,Yk3661,0.5
59,DHEBGXOKNU,Fp5444,0.5
376,KTJYGTSBMR,Zj4985,0.5
33,MIPDOMONIU,Vg5143,0.5
110,OBBXJTSGDQ,Xf4878,0.5
235,GOIWGRXPQL,Ga2547,0.5
344,NCEQUFANSW,Ga9116,0.5
434,PWACXBCCIY,Bw7184,0.5
97,EFFDSWWNPG,Rs6668,0.5
34,SWSEIKXJXU,Ss3438,0.5
240,IZNCXBLECP,Hj1111,0.5
159,DSYTDENPAI,Dw5150,0.5
381,FYPRDKJXXG,Qh2910,0.5
489,HVTEFDXKEE,Zg9790,0.5
253,DENZHTMIHJ,Ul5442,0.5
64,WQBGKGZDVT,Fx6511,0.5
20,KJNTRVYCQK,Jt4936,0.5
343,WGOJUNTEHU,Sy7841,0.5
123,YNKDSKFIOT,Cc7214,0.5
447,ECUTPNJDET,Yb0844,0.5
112,XZJKZCIZVC,Dn9938,0.5
115,QPFQJDMBAT,Dg1504,0.5
354,DJYXBHYIQF,Yh3676,0.5
316,COHDCEFTTO,Iv9572,0.5
226,QGUBLDXCAL,Ls5866,0.5
374,PNSMMQXJCC,Hg3379,0.5
11,UKKEEYCWIB,Pb3883,0.5
431,UOAEVQMMNV,Te6577,0.5
474,VQYCRHEJFF,Ky4041,0.5
497,FVTUGCXVAX,Ud5864,0.5
463,XPQWSYBJXD,Mg4071,0.5
420,QYSFPVYSXD,Ik5491,0.5
457,JVKEGWTHMX,Pw0900,0.5
61,VLMJORJBWA,Zw9041,0.5
174,TXKNQDYDSA,Zk3579,0.5
69,LJEFNIWMBR,Ce5575,0.5
335,GXWBPTYVEN,Gr3163,0.5
471,FFLESCVKDS,Et3360,0.5
179,BGQOICEYLK,Ks7914,0.5
349,QIRLPKPTEA,Lh7640,0.5
217,NWGBDNMAGX,Dq8168,0.5
466,CAURRYWLDK,Dv7186,0.5
348,TWLDWLDNFB,Zc2393,0.5
430,LUBWWFBNSX,My2854,0.5
90,ARNPUUBBSS,Ti7107,0.5
117,OKXUZIYQZO,Jz5004,0.5
469,UXPGQFOWXY,Ml4062,0.5
161,MZQAXWKHVL,Ib2919,0.5
13,TUKYDHUFRJ,Xj0188,0.5
216,GKUTKDWCEN,Ai1921,0.5
47,WWDZGNIRGW,Lm0011,0.5
478,GOXNRRKETP,Pi0153,0.5
467,SQJAIETJEQ,Lb6982,0.5
236,OLYSVXGDYC,Tw5870,0.5
9,CAVIHSBWGL,Js4408,0.5
287,MLEVXFKIAK,Kc1684,0.5
18,ZUTUMFGFEN,Bh2740,0.5
219,HQSIBZJMPL,Kx3144,0.5
285,LCSBUKILWK,Mt9660,0.5
122,WYJNJGUOTY,Xz4928,0.5
57,SVZWWGMYOQ,Rx5658,0.5
222,SAGTPNXJSN,Sc1967,0.5
347,PMSDJIZXGT,Wn2106,0.5
336,DVNQJEEPXZ,Rf9471,0.5
170,ISVFLHCQDC,Ro7885,0.5
446,VYCEUVPRCY,Om8637,0.5
19,BLQQUAVCOW,Ai0272,0.5
311,VROFHERNIR,Bx5591,0.5
369,PVVMRKHMJV,Xb5798,0.5
148,VWSTLZNIQW,Mv0211,0.5
345,PJLNCNKDSH,Wa4417,0.5
450,VQAYBGSQFG,Ze8164,0.5
205,AJWXKWPOOY,Zt5668,0.5
487,LCFDUXDILH,Hw8055,0.5
62,UJFWRUMJJG,Qu1831,0.5
6,XRUTIQCQBK,Wm8488,0.5
106,VGTOEXCFEJ,Qr2013,0.5
264,QLIYWYEWUI,Ng3689,0.5
422,FEGLZTCAJK,Vo0518,0.5
71,SYXWYEUOWU,Rq4584,0.5
405,SGOGLOTNOL,Iq6820,0.5
241,LPMLDJJROQ,Cq9554,0.5
17,HHNNKNTJVF,Do4471,0.5
37,AYXTUZVPKI,Lp8749,0.5
275,RMFWWQVFXB,It4201,0.5
198,XGFXYEQPTU,Cp0193,0.5
352,BLCZXPGWYJ,Vf4163,0.5
194,KQNENSXBBO,Qn7807,0.5
208,LOPGVRHWYI,Kq4654,0.5
228,DYAISPSIQK,Lz2337,0.5
363,CNIJJSQHJN,Kk6369,0.5
140,CYXCJSIPDU,Hg9297,0.5
147,KVLZOMAGFL,Uz6193,0.5
94,SXQOYOAUCO,Pp0795,0.5
134,WVPVYBLHGG,Eo5387,0.5
459,IBZZIUBOQL,Lb7802,0.5
263,NPCNFQPQFG,Mh2664,0.5
437,BFQEYNXEKJ,Ai2984,0.5
99,OCWZJSZCMC,Qg2248,0.5
291,TZGTZESZFZ,Un4628,0.5
296,VFDEFZPNJR,Zr9161,0.5
23,KLLNERXMVL,Gd8803,0.5
295,EZOOLUQICG,Vq1680,0.5
52,HSIPKDFSSU,Iv3057,0.5
58,YULVRNZDFZ,Pk4809,0.5
307,YZKYSSHPJK,Ht9884,0.5
419,WAYLGEUFXV,Vh0646,0.5
157,ZHMCDQHTMF,Am6490,0.5
103,OUAAZLXHBU,Ud8024,0.5
391,QQYGWXIHCP,Gy9038,0.5
232,RIZIHBIUBM,Jg7191,0.5
472,XNLJGUHLAH,Go0692,0.5
333,NDSBBJLLTM,Lr9329,0.5
480,UTSIYVKLIH,Ar2222,0.5
328,ERFLCWRKXK,Za5352,0.5
317,CRDHNBXFQE,Tw2085,0.5
8,VNWNRGCYJS,Uz2220,0.5
54,NFOPELRQJH,Wh6170,0.5
38,TPNPCWDHRY,Fo0883,0.5
488,LOZNWFYFHQ,Th8324,0.5
445,XDQGESKXEX,Cx8100,0.5
98,XISKPCRUTQ,Pz6042,0.5
358,FUNJTYJWKZ,Bh9474,0.5
82,LYBIARPUED,Qe1678,0.5
269,TWEUIKVZYZ,Cm8883,0.5
186,GXGLWTTBCE,Yz8225,0.5
88,JRUFFEFRSA,Jo8477,0.5
119,OIVRWFCIUB,Hr5748,0.5
310,UJFUMMLDMA,Zl1095,0.5
246,IKKDJYHPPN,Px0893,0.5
477,DSGASJXLCN,Yk0960,0.5
350,DZHHOMMLNJ,Na3449,0.5
297,MELPYHTATF,Eq4464,0.5
432,CQMNPUSAII,Wk3987,0.5
242,OFCGCJZVFN,Na9707,0.5
233,IHEUFNQCBP,Mk4838,0.5
49,PPVYBYTKTT,Xr1932,0.5
373,YQEGBXTFET,Cw5942,0.5
105,LPUYKUCILX,Nl3094,0.5
458,OIZOQFOXSY,Ud2560,0.5
31,GDLTVJHSII,Js7114,0.5
440,VZGDHVOGTG,Yn5042,0.5
121,ACXLMQHZQF,Us0864,0.5
223,BIGYLTNKIF,Ab0113,0.5
378,NOUTPJABUS,Ls1213,0.5
429,TQETRGLXOK,Yk5484,0.5
80,NBTVNDFUVX,Nq6429,0.5
341,DJNXUKRCCS,Ub1299,0.5
28,KOMJTGRDHK,Gq1520,0.5
125,ODECSLYRGC,Jh9598,0.5
36,GRDXTYPSYR,Xf4219,0.5
436,UPJOYBAOAL,Ph0053,0.5
201,EAVCGXMARZ,Cx1286,0.5
137,KQKSAIVLHX,Cv1446,0.5
402,TSJRFLWAZW,Sl7636,0.5
262,TEUHLTRVJC,Fj2050,0.5
42,JZBHWYKYVW,Iv6705,0.5
361,FXZVRKZFDX,Uf1122,0.5
111,YAVTIYJCRW,Cy4265,0.5
164,SBLYQQVKVI,Yu5358,0.5
