LOZNWFYFHQ,Th8324,HH77450,488,1.0
TZGTZESZFZ,Un4628,HH27008,291,1.0
FDMGRPDUEY,Ak3281,HH42845,449,1.0
MLETZYGOHY,My2037,HH91285,410,1.0
NPCNFQPQFG,Mh2664,HH84989,263,1.0
UGCHPVSERI,Bt1698,HH93746,249,1.0
CNIJJSQHJN,Kk6369,HH55313,363,1.0
OUAAZLXHBU,Ud8024,HH54002,103,1.0
LFDKIPCMNK,Uh5753,HH15796,234,1.0
LCFDUXDILH,Hw8055,HH35988,487,1.0
PLMJKIUEUU,Sp2898,HH76949,32,1.0
YVQAHWMMHL,Lo2524,HH67590,151,1.0
IAVESATDBY,Am6613,HH82432,14,1.0
OQDBUURUJM,Mg1971,HH98481,215,1.0
ZNJBAYMTNL,Yp9463,HH18456,379,1.0
FBIUHOEGYQ,Bk5446,HH81553,113,1.0
BKWPAUQGNM,Yv7341,HH20715,460,1.0
GNLKEXKUDB,Ib4055,HH53337,203,1.0
WAYLGEUFXV,Vh0646,HH34061,419,1.0
FVRGYSANAI,Ay5014,HH26685,73,1.0
IPIZIBGELV,Aw3145,HH12208,476,1.0
QVFRDQIJRU,Sg1699,HH38842,392,1.0
DDNGPKTSWH,Bv6272,HH32831,163,1.0
FJKEJKRKCX,Bg1440,HH05259,243,1.0
ACXLMQHZQF,Us0864,HH88134,121,1.0
FVTUGCXVAX,Ud5864,HH34426,497,1.0
XDQGESKXEX,Cx8100,HH67024,445,1.0
VZGDHVOGTG,Yn5042,HH86674,440,1.0
HWDFVNVVGJ,Vu2689,HH05458,492,1.0
HXDVXGIPMT,Qr9092,HH36988,290,1.0
ZIJXGYLHNN,Vn6150,HH53309,425,1.0
GYADZZNGTM,Mk9138,HH41334,156,1.0
GRDXTYPSYR,Xf4219,HH29960,36,1.0
PYSATPYHVM,It8123,HH70537,268,1.0
HEAFZXWUAM,Mb0897,HH29413,92,1.0
DOLCAOCREA,Qq9200,HH70753,65,1.0
YZKYSSHPJK,Ht9884,HH53258,307,1.0
